id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
3043,746,Mastercard,Debit (Prepaid),2147483647,07/2011,597,YES,1,$93,05/2010,2010,No
3799,613,Amex,Credit,2147483647,07/2024,697,YES,1,$12600,07/2007,2011,No
1413,1374,Amex,Credit,2147483647,04/2024,330,NO,2,$8300,02/2020,2020,No
3709,350,Mastercard,Debit,2147483647,10/2020,366,YES,1,$27491,07/2004,2014,No
5749,1702,Visa,Debit (Prepaid),2147483647,05/2023,873,YES,1,$94,12/1994,2011,No
4774,1221,Mastercard,Credit,2147483647,05/2021,874,YES,1,$8500,09/2010,2011,No
5958,824,Mastercard,Debit,2147483647,07/2018,616,YES,1,$10838,12/2009,2010,No
1546,1619,Mastercard,Credit,2147483647,12/2021,185,YES,3,$8000,02/2020,2020,No
1943,1252,Visa,Debit (Prepaid),2147483647,08/2020,276,YES,2,$29,02/2020,2020,No
5983,1661,Visa,Credit,2147483647,09/2020,644,YES,1,$25600,12/2009,2009,No
5530,1451,Mastercard,Credit,2147483647,03/2015,625,NO,2,$6500,11/2008,2011,No
2090,1461,Mastercard,Debit,2147483647,10/2024,532,YES,2,$14480,03/2005,2009,No
1612,568,Mastercard,Debit,2147483647,02/2020,412,YES,2,$1926,02/2020,2020,No
1136,1909,Amex,Credit,2147483647,01/2015,199,YES,1,$6100,02/2008,2019,No
1250,676,Visa,Credit,2147483647,06/2023,777,YES,2,$9300,02/2010,2010,No
5269,1390,Mastercard,Debit,2147483647,03/2020,810,NO,1,$46201,10/2013,2013,No
4464,672,Mastercard,Debit,2147483647,10/2021,452,NO,1,$8540,08/2017,2017,No
1739,517,Mastercard,Debit,2147483647,09/2021,53,YES,2,$8002,02/2020,2020,No
3216,1285,Mastercard,Debit,2147483647,12/2023,609,YES,2,$20933,06/2000,2014,No
4029,248,Visa,Debit,2147483647,08/2021,914,YES,1,$9741,07/2014,2014,No
5218,1526,Visa,Debit,2147483647,11/2012,226,NO,1,$3728,10/2010,2010,No
3947,757,Visa,Debit,2147483647,03/2024,787,YES,2,$7616,07/2010,2010,No
1955,1556,Visa,Credit,2147483647,03/2021,413,YES,2,$15300,02/2020,2020,No
724,1329,Mastercard,Debit (Prepaid),2147483647,04/2020,851,YES,1,$69,01/2020,2020,No
890,700,Visa,Debit (Prepaid),2147483647,10/2020,374,YES,2,$33,01/2020,2020,No
5942,229,Visa,Credit,2147483647,06/2023,871,NO,1,$16700,12/2008,2009,No
4276,1654,Visa,Credit,2147483647,05/2022,951,YES,2,$16000,08/2008,2009,No
274,1695,Mastercard,Debit,2147483647,01/2016,702,YES,2,$20838,01/2011,2011,No
1220,416,Mastercard,Debit,2147483647,11/2022,531,YES,2,$14066,02/2010,2012,No
3853,1525,Mastercard,Debit (Prepaid),2147483647,10/2019,88,YES,2,$50,07/2008,2008,No
4975,1956,Visa,Credit,2147483647,09/2006,135,YES,1,$11500,10/2002,2009,No
174,217,Visa,Debit,2147483647,12/2020,578,YES,2,$22746,01/2008,2010,No
1410,1136,Amex,Credit,2147483647,07/2020,122,YES,1,$19000,02/2020,2020,No
2692,477,Mastercard,Credit,2147483647,02/2024,39,NO,2,$14400,04/2012,2012,No
3076,1799,Visa,Debit,2147483647,07/2022,447,NO,2,$28127,05/2010,2010,No
5315,772,Mastercard,Debit,2147483647,09/2021,162,YES,1,$38814,10/2016,2016,No
4066,1297,Mastercard,Debit,2147483647,07/2022,392,YES,2,$20660,07/2018,2018,No
191,1091,Amex,Credit,2147483647,03/2024,172,NO,2,$17800,01/2009,2009,No
3842,428,Mastercard,Credit,2147483647,09/2013,276,YES,1,$14300,07/2008,2008,No
4177,458,Mastercard,Debit (Prepaid),2147483647,12/2020,132,YES,1,$63,08/2006,2014,No
1153,1668,Mastercard,Debit (Prepaid),2147483647,07/2022,404,YES,2,$20,02/2008,2017,No
2079,811,Mastercard,Debit,2147483647,06/2021,638,YES,2,$30971,03/2005,2020,No
1374,1841,Mastercard,Debit,2147483647,04/2019,424,YES,2,$17386,02/2017,2017,No
4009,1031,Mastercard,Credit,2147483647,10/2015,194,YES,2,$5600,07/2013,2013,No
871,539,Visa,Debit,2147483647,02/2020,721,YES,1,$4087,01/2020,2020,No
131,1195,Mastercard,Debit,2147483647,10/2022,822,YES,1,$10369,01/2007,2011,No
3348,619,Mastercard,Debit,2147483647,06/2021,20,YES,2,$33319,06/2007,2010,No
263,986,Visa,Debit,2147483647,08/2012,302,YES,2,$27317,01/2010,2010,No
4808,1765,Mastercard,Credit,2147483647,10/2023,242,NO,1,$7500,09/2011,2011,No
3978,1811,Mastercard,Debit,2147483647,05/2022,403,YES,1,$62519,07/2011,2011,No
3450,1651,Visa,Credit,2147483647,06/2022,289,YES,2,$25400,06/2009,2012,No
5132,1791,Visa,Debit,2147483647,09/2020,51,YES,1,$21751,10/2008,2008,No
2423,1898,Visa,Debit,2147483647,09/2024,732,NO,1,$36412,04/2001,2007,No
678,1835,Mastercard,Debit,2147483647,01/2020,969,YES,2,$12191,01/2020,2020,No
4821,222,Visa,Debit,2147483647,10/2014,224,YES,1,$46521,09/2011,2012,No
6045,1330,Mastercard,Debit,2147483647,02/2021,537,NO,1,$21820,12/2011,2011,No
5357,665,Mastercard,Debit,2147483647,03/2022,670,YES,2,$11994,11/1999,2011,No
3391,726,Mastercard,Debit,2147483647,12/2022,723,YES,1,$12868,06/2008,2011,No
4272,1896,Visa,Debit,2147483647,12/2015,104,YES,2,$9073,08/2008,2012,No
309,274,Amex,Credit,2147483647,10/2023,964,YES,2,$16500,01/2013,2013,No
1240,247,Visa,Debit,2147483647,07/2013,54,YES,2,$24968,02/2010,2010,No
567,1984,Mastercard,Debit,2147483647,12/2021,118,YES,1,$674,01/2020,2020,No
1487,1990,Mastercard,Debit,2147483647,02/2020,24,YES,1,$16923,02/2020,2020,No
5079,1100,Mastercard,Debit,2147483647,10/2024,108,YES,1,$30044,10/2007,2011,No
5069,489,Visa,Debit,2147483647,11/2023,564,YES,2,$11347,10/2006,2009,No
2226,368,Mastercard,Credit,2147483647,11/2024,993,YES,1,$12100,03/2009,2010,No
148,737,Visa,Debit,2147483647,06/2020,700,NO,1,$6789,01/2007,2009,No
3604,883,Amex,Credit,2147483647,02/2020,191,YES,1,$12500,06/2016,2016,No
4265,1049,Mastercard,Debit,2147483647,03/2022,66,YES,2,$12121,08/2008,2010,No
5108,65,Mastercard,Debit,2147483647,11/2020,476,YES,2,$5066,10/2008,2016,No
3327,1937,Mastercard,Debit,2147483647,08/2024,385,YES,2,$12212,06/2006,2006,No
5126,235,Mastercard,Debit,2147483647,06/2015,131,YES,1,$29648,10/2008,2011,No
1256,1385,Visa,Debit,2147483647,12/2022,259,YES,2,$36940,02/2010,2010,No
6126,1780,Visa,Credit,2147483647,02/2024,986,YES,2,$700,12/2016,2016,No
4381,1764,Visa,Debit,2147483647,07/2024,704,YES,2,$23538,08/2011,2011,No
79,1116,Visa,Credit,2147483647,02/2021,497,YES,1,$16100,01/2005,2014,No
4273,194,Visa,Credit,2147483647,09/2024,831,YES,1,$8300,08/2008,2008,No
5903,100,Mastercard,Debit,2147483647,10/2022,799,YES,2,$21205,12/2007,2011,No
3157,1993,Visa,Debit,2147483647,06/2015,298,YES,1,$54768,05/2014,2014,No
4606,1210,Mastercard,Debit,2147483647,07/2023,318,YES,1,$10589,09/2006,2015,No
1990,1375,Visa,Credit,2147483647,03/2022,97,YES,1,$19800,02/2020,2020,No
775,613,Visa,Debit,2147483647,07/2022,790,YES,2,$33302,01/2020,2020,No
4254,1615,Mastercard,Debit,2147483647,09/2022,703,YES,1,$14898,08/2008,2008,No
4298,1485,Visa,Debit (Prepaid),2147483647,06/2021,782,YES,1,$67,08/2009,2011,No
1079,882,Mastercard,Debit,2147483647,08/2023,258,YES,2,$17453,02/2006,2008,No
5585,148,Visa,Debit,2147483647,01/2020,358,YES,1,$10077,11/2009,2009,No
428,407,Discover,Credit,2147483647,02/2020,65,YES,1,$14300,01/2020,2020,No
3196,1480,Mastercard,Credit,2147483647,01/2018,686,YES,2,$7100,05/2017,2017,No
2,556,Mastercard,Debit,2147483647,09/2021,422,YES,1,$19948,01/1995,2011,No
1584,1740,Mastercard,Debit,2147483647,11/2021,288,YES,2,$22424,02/2020,2020,No
5525,1644,Mastercard,Debit,2147483647,04/2021,192,YES,2,$9324,11/2008,2009,No
4402,977,Amex,Credit,2147483647,07/2015,164,YES,2,$4000,08/2013,2013,No
